name,gmap_id,descrption,category,facilities,text,amenidades
Zip-A-Dee-Doo,0x885c0741699ab96b:0x9dccbcb3ab3ad313,,['Resort hotel'],,,resort
Americas Best Value Inn Kerrville / Fredericksburg,0x865be3732f4e7f61:0x6267de870f259eca,"Simple rooms at a budget hotel offering free breakfast & WiFi, plus an outdoor pool. ",['Hotel' 'Motel'],,,"wifi, pool"
Studio 6 Lobby,0x80e9e5b882d31ebd:0xb922b0e1857ac37b,,['Hotel'],,,
Economy Hotel Candler,0x88f5abe4b10bbe63:0x8cce2dfb225ae7a9,,['Hotel'],,NAVEED has been very helpful with any requests I needed...if it's not available at the time he make sure to remind me to come to the front desk or he brings it to my room door himself. Outstanding customer service very fair and understanding even if you hit you with a violation all you got to do is go talk to him and he resolved it for you with a warning. So all but all in all since I've been there they have been during Reconstruction of their hotel facility to upgrade to make it better suit the residents and the community.,
The Americana,0x89c28a41dda259e3:0x1d946b47bdc7bf1f,,['Hotel'],,,
Westervelt Home Hospitality From MDH,0x87e0f7395b8061c7:0xbf0cb287beb7b713,,['Hotel'],,,
Ramada Inn Suites Palo Verde,0x86d67ac4d69e9cef:0x41810e124174b2fd,,['Inn' 'Hotel'],,,
Kona Home Vacation Rentals,0x79540f4e1f91a671:0x87ef697484900cb2,,['Hotel'],,,
Ramada Limited,0x86e5e607d2143113:0x4a84e2d8310a7e67,,['Hotel'],,,
Canyon Madness Ranch,0x871a55a8b6c96b37:0x631bf65aabf4bd76,,['Hotel' 'Lodging'],,,
Asteria Inn & Suites,0x52b34d8704839ed1:0xfa0653b6252e99a,"Unassuming hotel offering free breakfast, parking, a casino shuttle & Wi-Fi, plus an indoor pool.",['Hotel' 'Indoor lodging'],,,"pool, casino, parking"
Ring My Belle,0x88c2c93793df2f1f:0x47f467b46d0d0ff8,,['Love hotel'],,,
Colonial-Windsor Motel,0x89c160046b156661:0x8d3ff953bbf3a3f3,,['Motel' 'Hotel'],,,
We Own South Beach Concierge,0x88def621af8cecfb:0x7e6d2c4c1e03e6b3,,"['Event management company' 'Boat tour agency'
 'Clothes and fabric wholesaler' 'Club' 'Event planner'
 'Helicopter charter' 'Hotel' 'Party planner' 'Transportation service'
 'Vacation home rental agency']",,,
2203 Island Club,0x88fc710f152541f9:0x4fce66aee2116ad5,,['Hotel'],,,
The Links Cabana,0x89007d3eceb2fb47:0x59ec8bf9bcd75ef8,,['Hotel'],,,
Southern Mississippi Real Estate & Resort Rentals,0x889c112147f27f3f:0x8accdbf120c7a8f7,,['Resort hotel'],,,resort
Once Upon A Mountain,0x89b44fa1745a251f:0x8af4d4baf5b99cf1,"Rustic, hillside B&B offering country-style suites with free WiFi, plus a hot tub & gardens.",['Bed & breakfast' 'Hotel'],,,wifi
Motel Ankara,0x88d9b36273d29b25:0xf31e165ff6bc5f56,,['Hotel'],,,
Destin Beachfront Condo,0x88914591dc641ddb:0xf1dfe4b536014daa,,['Resort hotel'],,,resort
Garden Inn & Suites,0x87bafca45d5f476d:0xc8662f7531d1026e,,['Hotel'],,,
Rodeway Inn,0x86fe12cdfdec326b:0x456793e855711314,"No-nonsense rooms in an unpretentious, budget hotel, plus complimentary breakfast, Wi-Fi & parking.",['Hotel' 'Motel'],,,parking
Neptune at Island Club,0x88fc708f7b6f5a3f:0xb80fc5dba28f84a7,,['Resort hotel'],,,resort
Herons View,0x54905029320f06c7:0x10472ea002d2f740,,['Hotel'],,,
Ruby's Retreat,0x88f8296e4415d8ed:0x15c161c66be5dd6e,,['Hotel'],,,
Orange Extended Stay Hotel,0x864e9d1370c31cc1:0xb452ba7f806ce63d,,['Extended stay hotel' 'Hotel' 'Lodging'],,,
Elk horn cabin,0x863540c90d45cecb:0x8a6f42058351c97e,,['Hotel'],,,
"""IN THE WILDS"" Resort",0x52b74a575b60cf17:0x364b24d2a2025bfd,,['Resort hotel'],,,resort
Sunrise Travel,0x80dce91a4ee1aa55:0x85c92225155b8088,,"['Travel agency' 'Airline' 'Cottage' 'Cruise agency' 'Hotel'
 'Wedding photographer']",,,
Knights Inn Durango Midtown,0x873ea8723da44a25:0xa49e96a772b64959,,['Motel' 'Hotel'],,,
Cortina Mountain Resort,0x89ddae7910f927d5:0x8d016c4674c9b542,,['Resort hotel'],,,resort
206 1/2 Historic Hotel,0x54c06d6412bf9c19:0x6c2c8d9e69e5cf40,,['Hotel'],,,
Knights Inn Baton Rouge,0x8626a4a1c3ab3487:0xbef86beafc0e4c85,"Modest budget hotel with basic rooms & suites, plus a hot tub & free continental breakfast.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,
Super 8 Bettendorf,0x87e236870fb4fd11:0xdfb0b194fa856937,"Modern budget hotel with an indoor pool & hot tub, plus free continental breakfast, parking & WiFi.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"wifi, pool, parking"
Deer Valley Club Private Residences,0x8752735530e69711:0x9ca20b229871dae9,,['Hotel' 'Lodging'],,,
Akasha Retreat Center,0x89b47d6de0dcc541:0x887d411ef8fe77d0,,['Hotel'],,,
Macknac House,0x4d358acad2e464ef:0xeaa888cf3460e5bd,,['Hotel'],,,
The Villas at Eagle's Nest Resort,0x87cf19450b84feaf:0x5d525a63c918a766,,['Hotel'],,,
Big 6 Motel,0x808e6a992bf9c699:0xaeab0a4cc3a49770,"A straightforward budget motel near the beach with an outdoor pool, cable TV & free WiFi.",['Motel' 'Hotel'],,,"wifi, pool"
Reaud Guest House,0x863ecb170aebbf61:0xbb55b32dc240ee97,,['Medical Center' 'Hotel'],"['Wheelchair accessible entrance' 'Wheelchair accessible restroom'
 'Restroom']",,
Mystic View,0x885bffeb14f66d99:0x4c9de7fee6cdaeb9,,['Hotel'],,,
Country Hearth Inn - Ripley,0x887f2fe25ceba495:0x251aa25c346bfaf8,,['Hotel'],,,
Ephrata Motel,0x89c63d8559da5ca7:0xcd5e590d16fb2119,,['Motel' 'Hotel'],,"This horribly dirty, sorry excuse of a motel refused service to my boyfriend and I for simply wanting to sleep in the same bed",
Serene Redwood Retreat by Redwood Coast Vacation Rentals,0x54d157e546e7900f:0x1a4cd0e763ef22e2,,['Hotel'],,,
Howard Johnson Inn Chicago Downtown,0x880fd34cad3ef3d5:0x731fc32fc838599b,,['Hotel'],,,
Rushing River Retreat,0x54bfa13265df619d:0x276849c1540e80eb,,['Bed & breakfast' 'Hotel'],,,
Broadway Hotel,0x89ceff65b7f68d15:0xf6696485fbd4f493,,['Hotel'],,"I love a good hole in the wall, dive bar... super cheap drink specials too.",
Market Street Manor Motel,0x54d2ece59926409d:0xfa10fbf1107a630c,,['Motel' 'Hotel'],,"Great management, Sean is a friendly and helpful manager. Great value for the price and right in the heart of downtown Redding.",
ヒルトン ガーデンインタイムズスクエア,0x89c258568ff26bdf:0x3e4590ee94f6620c,,['Hotel'],,,
Motel 6 Tampa Downtown,0x88c2c722513835b1:0x7bbc1661ca897886,"Basic budget property with an outdoor pool & a coin laundry, plus free morning coffee & parking.",['Motel' 'Hotel'],,,"laundry, pool, parking"
Quality Inn Historic District,0x88e427c6e1a69daf:0x8822de046e9f67f3,"Straightforward hotel with an outdoor pool, plus free continental breakfast, WiFi & airport shuttle.",['Hotel' 'Lodge'],,,"wifi, pool"
Super 8 Stillwater/St Paul,0x52b2cbd77fd76999:0x851569e9e2a63ef4,"Basic rooms in budget property offering en suite bathrooms, plus free breakfast, WiFi & parking.",['Hotel' 'Inn' 'Lodge'],,,"wifi, parking"
Trinity River Resort And Ranch,0x863891da6220d643:0xa0d69aa8cdf7ea2e,,['Resort hotel'],,,resort
Blackshear Resort,0x88f239bef76c3b81:0x1828fb0aaabb9a8a,,['Hotel'],,,
Ramada Elk City,0x87abe56fc201daa3:0xb160a735a33ca2b5,"A casual hotel offering free WiFi & breakfast, plus dining, an indoor pool & a gym.",['Hotel' 'Lodge'],,,"wifi, gym, pool"
"Wyndham Vacation Resorts, Inc. Vehicle Storage",0x89a8cf0c59977163:0x7588c5aba2b76003,,['Resort hotel'],,,resort
Days Inn,0x8796c09d689e5a4d:0x4874dc969068b6f6,,['Hotel'],,,
Soto Hotel,0x80c2c6083d822cb1:0x611573c2cea2ef32,,['Hotel'],,,
Travelodge Brook Park/Cleveland Airport,0x8830ec454c4f8989:0x3ce739760939530e,"Basic airport lodging with an indoor pool, plus free WiFi & continental breakfast.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"wifi, pool"
"Studio 6 Dublin, GA",0x88f11f0e5c93cce1:0x35a1562ad142584f,,['Extended stay hotel' 'Hotel'],,,
Knights Inn Bay St. Louis,0x889c2da168657459:0x58a90231acc458ed,"A no-nonsense budget option offering modest rooms, plus free Wi-Fi, breakfast & parking.",['Motel' 'Hotel' 'Inn' 'Lodge'],,"The stay was excellent. It was reasonably priced, centrally located, and very clean/well kept.",parking
RA suites,0x88d8fd44d4295555:0xa8cf7443e4d0fb76,,['Hotel'],,,
Beach House Berry,0x88fc797657f5c1fd:0xb545ae6ce7c3a1e5,,['Hotel'],,,
Stoney Ridge Treehouse,0x52b5c99263d38e7b:0xa32b6b16bd98960f,,['Hotel'],,,
Knights Inn Pittsburgh Bridgeville,0x883457954f3836b3:0x20197a60f00b2b5d,"Low-rise hotel with free continental breakfast & Wi-Fi, laundry, truck parking & a hot tub.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"laundry, parking"
BLUFIN Waterfront Grill,0x88c2e92bcdd55095:0xd2936bdb00563c12,,['Restaurant' 'Bar & grill' 'Hotel'],"['Outdoor seating' 'Takeout' 'Dine-in' 'Delivery' 'Fireplace'
 'Great cocktails' 'LGBTQ friendly' 'Transgender safespace' 'Lunch'
 'Dinner' 'Solo dining' 'Wheelchair accessible elevator'
 'Wheelchair accessible entrance' 'Wheelchair accessible parking lot'
 'Wheelchair accessible restroom' 'Wheelchair accessible seating'
 'Alcohol' 'Beer' 'Cocktails' 'Coffee' 'Comfort food' 'Hard liquor'
 'Healthy options' ""Kids' menu"" 'Quick bite' 'Small plates'
 'Vegetarian options' 'Wine' 'Dinner' 'Dessert' 'Seating' 'Bar onsite'
 'Gender-neutral restroom' 'Good for kids' 'High chairs' 'Restroom'
 'Wi-Fi' 'Casual' 'Family-friendly' 'Groups' 'Tourists' 'Debit cards'
 'Credit cards']",,"restaurant, parking lot, food, parking, spa"
Holiday Inn Lawrence,0x87bf6f10a4347703:0xe08e3f1fe4a04b7a,"Straightforward rooms & suites with free Wi-Fi, plus 2 restaurants, an indoor pool & a gym.",['Hotel'],,,"gym, restaurant, pool"
Blue Magnolia,0x88fe7a47a55b3993:0x7d9bee9b8e84d77f,,['Hotel'],,,
Hilton,0x87f62785379be8a9:0xe0d2fe6b809c19e0,,['Hotel'],,,
Lower Suwannee,0x88e90ecc89405767:0x4b9772b15410d2fc,,['Hotel'],,,
Time Warner,0x866f801499d31bff:0xad5861ce490e0af7,,['Telecommunications service provider' 'Resort hotel'],['Wheelchair accessible entrance'],,resort
WoodSpring Suites Atlanta McDonough,0x88f45bc502b20913:0xff608fc3d91438d1,Basic suites with kitchens in an unassuming hotel featuring parking & a coin-operated laundry.,['Hotel'],,,"laundry, parking"
The Winchester Manor,0x88623b4ffe9ef5f5:0xe259f9757f34ab02,,['Photography studio' 'Hotel'],,,
Lodging by the Month,0x8824acd415a00189:0xacc1dc0f0a4a5367,,['Extended stay hotel'],,,
Hampton Inn,0x88db19a1615b4963:0x45dcc6c62dc5f803,,['Hotel'],,,
Homewood,0x880e18665eab4c4d:0x737772888498f764,,['Hotel'],,,
"Dunes Motel 452 SE 10th Ave, Hillsboro",0x54950af7e1e5a99d:0x8a5db0915d212c4d,,['Hotel'],,,
Stowe All Weather Ride,0x4cb5966274146ab1:0xb56617f6f826dbeb,,['Resort hotel'],,,resort
bus parking,0x885955c60f938e07:0x9c78d121e66da603,,['Hotel'],,,
Sun Drop,0x86406cb426751895:0x837fee63b93af4b0,,['Hotel'],,,
Appalachian Destination,0x89b35c3f23b63577:0xb78da8fab88aca34,,['Hotel'],,,
Budget Inn,0x88388f98cda2430b:0x9851da363f1ef551,,['Hotel'],,Came to Columbus for the granddaughter and niece to take a (dental) state test. Should have made arrangements sooner Internet photos are much better than actual rooms. Could not find a pizza place to deliver. One said only if office ordered for us. Hummm think I picked the wrong place to stay. Not really what we are use to but it'll due for a night.,
Hotel Sierra,0x89b63887a90971db:0x1b42e1b5e204f759,,['Hotel'],,,
"570 Pond Promenade Chanhassen, Mn 55317",0x87f61b95fca569e7:0x7c655bad3e7fa0bf,,['Hotel'],,,
Olcott Harbor Resort,0x89d486ec5b15e6df:0x1782ecb9ef1eef46,,['Campground' 'Camp' 'Hotel' 'Motel' 'Restaurant'],['Wheelchair accessible entrance' 'Good for kids'],Great place Great atmosphere Great people.,restaurant
Travelodge by Wyndham Willows,0x8083051d0aa9c667:0xf684f2d5d330212a,,['Hotel' 'Inn' 'Lodge'],,,
Twisted History Tours,0x548fec0eaa4226eb:0x4f32af7833be938c,,['Tour agency' 'Historical landmark' 'Hotel'],,"Amazing tour, took ours late night Halloween, very informative and cheeky.",
Whiterock Resort,0x87ed1e5eaec77ec5:0xf288af0c4888503,,['Resort hotel'],,,resort
Camelot Resort,0x874e670e33d7535b:0xeada3305073276a1,,['Hotel'],,"So incredibly beautiful! Very clean and managed so well. You couldn't ask for a place more perfectly suited for weddings, family reunions, or a family outing. The backdrop is breathtaking! We definitely look forward to coming back several times a year!",
Best Western Plus Timber Cove Lodge,0x8099900415dace41:0xc7cbfb1086eeef14,"Trendy, laid-back lodgings with cable TV, plus 2 restaurants, a beach & an outdoor swimming pool.",['Resort hotel'],,,"restaurant, pool, resort, Swimming"
Keno Motel,0x809947346f9bff9b:0x28ab9af868395465,,['Motel' 'Hotel'],,,
Upland Inn Hunts,0x87a67df222318a49:0xbe587c96cd53e64,,['Bed & breakfast' 'Hotel' 'Hunting area' 'Hunting club'],,,
North Star Resort,0x52b1573e5b554cbd:0x4802600a77602106,,['Resort hotel' 'RV park'],,Wonderful people here. The owner is always welcoming and interactive with the renters here. A wonderful getaway on the lake.,resort
Motel 6,0x872d29ff0c9ba141:0x329f91ca33ae4de0,,['Extended stay hotel'],,,
Silvermoon Mountain Lodge,0x549b00a5d4357f5b:0x409c1481afa745a1,,['Hotel'],,,
Fishers District,0x8814b5a83ba26d39:0x87da3f4c5d4a1d31,,['Shopping mall' 'Apartment complex' 'Hotel'],['In-store shopping' 'Wheelchair accessible entrance'],"New and upscale, The Yard at Fishers District or like most of us call it, just 'Fishers District', is an awesome place to visit. From restaurants, to cigar bars, to breweries, to boutiques, and so much more, there are places to wet everyone's appetite. Many more will be open soon. If you plan to come... be patient as the drives and parking can be quite tight and establishments can be quite busy at peak hours. And there is a parking garage. I took photos (over 50 if you go to photos tab under their google listing) of every storefront available at the time of this post so you can scan them to get a visual idea of things.","restaurant, parking"
Happiness Hills Farm,0x88431e98e99fb713:0xa6b60014de26912e,,['Hotel' 'Retreat center'],,,
Resort Quest & Worthy Rentals,0x88fc79072024b199:0x18f32f9c1321b35d,,['Resort hotel'],,,resort
Whitefish Lake Resort,0x52ba180a4f008cfd:0x38fe70fea8296465,,['Resort hotel'],,,resort
Holiday Inn,0x88c3180c594c0a1d:0xf73b6b49c66c327d,,['Hotel'],,,
Quality Inn & Suites,0x872ba811975cde39:0x38452eef37b4338d,"Basic hotel with an outdoor pool, plus freebies such as continental breakfast & WiFi.",['Hotel' 'Lodge'],,"****Stay Away****Be Afraid****
I travel often for work and choice hotels use to be on my list to search for affordable clean rooms. I regret that one owner of a Quality Inn Mesa AZ has forever changed my view and narrowed my search to a few of their competitors. I was charged for smoking in a non smoking room and while I do smoke I never smoked in the room in fact smoked outside with hotel staff and had names and details. I do not smoke in my home and have stayed in hundreds of non smoking rooms this is the first time being charged a fee. I had the option of smoking room at check in and declined as I do not smoke inside. I attempted to work this out with the Mesa AZ Quality Inn and while they did lower the $250 fee they still called me a liar by charging anything. I also stayed at La Quinta and a Marriott on the same trip in non smoking rooms no fees. I rented a non smoking car no fees but because of the apparent greed of this owner I am charged fees. There was also several other issues with my stay but I was trying to be the good guest and get along only to be charged a fee for it. I am disgusted with the service and fleecing of Quality Inn Mesa and the Choice Hotels brand for allowing owners to get away with it. I will no longer be giving Choice Hotels my business and I will encourage friends and coworkers to do the same. #qualityinnmesaneveragain #choicehotelsneveragain","wifi, pool"
Walkers deluxe motel,0x889295023f936cf3:0x736d1c9fcf47ccb1,,['Motel' 'Hotel'],,,
Hotel Eilan Wereldhave USA,0x865c64251286b437:0xfe3d607e601e7738,,['Hotel'],,,
Pacific Inn Oceanside,0x80dc6e35773b2827:0xcd8346243467b3d9,,['Hotel'],,,
Ocean Breeze Studio,0x549372aa618768d9:0xddd21a10df98152c,,['Hotel'],,,
Palace Inn Brenham,0x8646a83d6f82c713:0xdc081b663651a7ce,"Relaxed budget hotel offering a free breakfast buffet, plus a gym, a sauna & an outdoor pool.",['Hotel' 'Extended stay hotel'],,"Decent Hotel, Clean Rooms, friendly staff, Breakfast included. Outdoor pool. Close to restaurants and stores.
Best convenient hotel to stay at when visiting Brenham.
-Star","gym, restaurant, pool"
"Hotels In Santa Cruz, LLC",0x808e402635c6275b:0xd4bdadb5b03c70cf,,['Hotel'],,,
Newport Vacation Rentals by Vacasa,0x54c1d6285f3d89d3:0x2db8ed7c406c5bed,,"['Vacation home rental agency' 'Cabin rental agency'
 'Condominium rental agency' 'Hotel' 'Indoor lodging' 'Inn'
 'Property management company' 'Self-catering accommodation']",,,
Pheasant Hill Inn B. & B.,0x89e3151dd7d85f27:0xef285d893337fbc8,"B&B with a garden setting featuring 3 suites with antique decor & amenities like A/C, Wi-Fi & TVs.",['Hotel' 'Bed & breakfast' 'Inn'],,,
Bluegreen,0x872b5d170b7500fb:0x2eb0ed23fec7cc72,,['Resort hotel'],,,resort
Courtyard By Marriott Boston Revere Hotel,0x89e3726a25cb7c13:0xaabfc08ecd82408d,"Contemporary lodging offering free WiFi & breakfast, plus an indoor pool & exercise facilities.",['Hotel'],,,"wifi, pool"
Vagabond Resort,0x809d12a2369dcee7:0xadc2650b37ccb72f,,['Hotel'],,,
Chili Pepper Retreat,0x87173e01fc0123f3:0x175458d93833a6b3,,['Hotel'],,,
doubletree inn,0x883103041188415d:0x65526a227cf530aa,,['Hotel'],,,
Madill Coin Laundry & Cleaners,0x864cc76cd8f1a387:0x18cd963c5fd924d0,,"['Cleaners' 'Clothing alteration service' 'Laundromat' 'Laundry service'
 'Resort hotel' 'Restaurant' 'Welder']",['Onsite services' 'Online estimates' 'Wheelchair accessible entrance'],I like this place I go there once a week is always very clean the machines always work usually the coin machine works to get change but here lately it's been broke but that's fixed now thank you and the people there are just awesome they're very nice well polite I just like this place thank you for your cleanliness,"restaurant, laundry, resort"
Americas Best Value Inn Edmond / Oklahoma City North,0x87b21f9713f787d5:0x26bfd3dfe3fdfb53,"Unpretentious hotel offering bright rooms with microwaves, sofas & complimentary Wi-Fi.",['Hotel' 'Motel'],,Very huge room right above the lobby. Decent place to stay for cheap. Comfortable & quiet,
Subterra Castle,0x87beed3f80bbc7c7:0x6d2f6087d0bd343d,,['Hotel'],,,
Viewtopia Rental House,0x4d4b325b27d6e863:0x3b504222278f640f,,['Hotel'],,,
Travelodge Ft Lauderdale beach hotel,0x88d901fe65ae119b:0xbc508d1be5389ba9,,['Hotel'],,,
The Lodge Hotel,0x87f17b17de9b63e1:0xf464ecc824cebdf3,Simply decorated rooms with antique touches in a warm hotel featuring a restaurant & river views.,['Hotel' 'Restaurant'],,They were really nice. Stayed in the stable area. Breakfast could really be improved as well as the beds. Lots of calcium on faucets and shower head. Had a pizza left in fridge from last guest. Water got hot quickly.,restaurant
Resort Campgrounds International,0x80c34e7d4796d1bb:0xb49e0621806b481c,,['Resort hotel'],,,resort
Annie's Guest House w/Two Room Lounge,0x88f37eee0367080f:0x2c5d44264cc0d73b,,['Hotel'],,,
Almost Heaven Cabin,0x885fa4e27e074b8b:0x8571fd178a92ec3b,,['Hotel'],,,
Terracotta Theatre Suites,0x88e76363450fb9b3:0x958058e015ed1710,,['Hotel'],,,
"Standard Plastic Card Solutions, Inc.",0x89006a6625ba625d:0x6da1d5257c3ed3e7,,"['Business development service' 'Hotel supply store' 'Marketing agency'
 'Print shop' 'Promotional products supplier']",['Wheelchair accessible entrance'],,
